Symbol,Long/Short,Entry Price,Exit Price,Entry Date,Exit Date,Profit/Loss $,Profit/Loss %,Year
QID,Long,12/7/2021,$15.91 ,$17.06 ,12/17/2021,7.23%,2013,
BOIL,Long,12/2/2021,$28.36*,$30.86 ,12/13/2021,8.82%,2013,
STNE,Long,11/22/2021,$16.56*,$19.06 ,12/9/2021,15.10%,2013,
TNA,Long,11/23/2021,$81.75*,$87.05 ,12/7/2021,6.48%,2013,
VALE,Long,11/3/2021,$12.04 ,$13.27 ,12/6/2021,10.22%,2013,
QID,Long,10/18/2021,$16.89*,$17.25 ,12/3/2021,2.13%,2013,
ORCL,Short,10/11/2021,$95.60 ,$88.10 ,12/3/2021,7.85%,2013,
AMD,Long,11/16/2021,$156.00 ,$142.00 ,12/3/2021,8.97%,2013,
UCO,Long,12/2/2021,$62.75 ,$70.05 ,12/2/2021,11.63%,2013,
IWM,Short,1/6/2021,$207.65*,$214.25 ,12/1/2021,-3.18%,2013,
DRV,Long,11/10/2021,$39.45 ,$43.85 ,12/1/2021,11.15%,2013,
GRMN,Short,7/17/2020,$137.27 ,$135.00 ,11/30/2021,1.65%,2013,
SCO,Long,11/26/2020,$18.22*,$15.08 ,11/26/2021,-17.23%,2013,
TTM,Short,10/13/2021,$33.55 ,$30.20 ,11/26/2021,9.99%,2013,
AXP,Short,7/21/2021,$172.20 ,$155.80 ,11/26/2021,9.52%,2013,
NET,Short,10/15/2021,$194.63*,$179.63 ,11/23/2021,7.71%,2013,
CGC,Long,9/10/2021,$14.33*,$15.88 ,11/15/2021,10.82%,2013,
DIDI,Long,10/29/2021,$8.08 ,$9.50 ,11/12/2021,17.57%,2013,
AFRM,Short,10/12/2021,$150.35*,$139.35 ,11/10/2021,7.32%,2013,
GDX,Long,6/17/2021,$31.24*,$34.44 ,11/10/2021,10.24%,2013,
AMD,Long,11/8/2021,$152.05 ,$138.90 ,11/10/2021,8.65%,2013,
HUYA,Long,10/29/2021,$8.25 ,$9.80 ,11/9/2021,18.79%,2013,
MRNA,Long,11/5/2021,$218.25 ,$243.25 ,11/8/2021,11.46%,2013,
BTC/USD,Short,10/20/2021,"$66,100 ","$64,040 ",11/2/2021,3.12%,2013,
KOLD,Long,10/27/2021,$5.88 ,$6.58 ,10/28/2021,11.91%,2013,
KOLD,Long,10/25/2021,$5.93 ,$6.55 ,10/26/2021,10.46%,2013,
TIGR,Long,10/14/2021,$6.15 ,$10.00 ,10/21/2021,15.77%,2013,
KWEB,Long,7/19/2021,$48.62 ,$53.78 ,10/20/2021,10.61%,2013,
BIDU,Long,7/6/2021,$159.25 ,$160.25 ,10/20/2021,13.19%,2013,
ICPT,Long,7/13/2021,$15.33*,$17.21 ,10/12/2021,12.26%,2013,
BABA,Long,7/6/2021,$156.34*,$163.44 ,10/11/2021,4.54%,2013,
MOMO,Long,10/4/2021,$10.19 ,$11.59 ,10/11/2021,13.74%,2013,
DIDI,Long,10/4/2021,$7.30 ,$8.46 ,10/11/2021,15.89%,2013,
KOLD,Long,10/4/2021,$6.20*,$7.70 ,10/7/2021,24.19%,2013,
BEKE,Long,10/4/2021,$17.59 ,$19.39 ,10/7/2021,10.23%,2013,
PDD,Long,10/4/2021,$84.26 ,$95.26 ,10/7/2021,13.06%,2013,
TIGR,Long,10/4/2021,$9.70 ,$11.15 ,10/7/2021,14.95%,2013,
DOYU,Long,10/4/2021,$2.98 ,$3.42 ,10/7/2021,15.10%,2013,
QID,Long,5/20/2021,$19.77*,$20.47 ,10/4/2021,3.54%,2013,
DXD,Long,3/15/2021,$9.45*,$9.53 ,10/4/2021,0.85%,2013,
BX,Short,7/29/2021,$123.45*,$112.55 ,10/4/2021,8.83%,2013,
SQQQ,Long,8/10/2021,$7.75*,$8.85 ,10/1/2021,14.19%,2013,
DKS,Short,8/25/2021,$133.25*,$117.65 ,10/1/2021,11.71%,2013,
BEKE,Long,9/24/2021,$16.42 ,$18.42 ,9/29/2021,12.18%,2013,
KOLD,Long,9/27/2021,$7.16*,$8.06 ,9/29/2021,12.57%,2013,
SOXS,Long,8/23/2021,$6.40 ,$7.05 ,9/29/2021,10.16%,2013,
TMV,Long,6/17/2021,$58.68*,$62.58 ,9/28/2021,6.82%,2013,
DRV,Long,5/25/2021,$4.88*,$5.04 ,9/28/2021,3.28%,2013,
SPXU,Long,9/23/2021,$16.16*,$17.09 ,9/28/2021,5.76%,2013,
BEKE,Long,9/14/2021,$16.26*,$18.10 ,9/22/2021,11.32%,2013,
SPXU,Long,7/22/2021,$16.29*,$17.54 ,9/20/2021,7.67%,2013,
GOOGL,Short,8/30/2021,"$2,898.50 ","$2,738.50 ",9/20/2021,5.52%,2013,
KOLD,Long,9/14/2021,$8.78 ,$9.68 ,9/17/2021,10.25%,2013,
TUR,Long,3/22/2021,$22.75 ,$24.05 ,9/1/2021,5.71%,2013,
BEKE,Long,8/30/2021,$17.35 ,$19.85 ,9/1/2021,14.41%,2013,
YY,Long,6/21/2021,$54.65 ,$64.20 ,8/26/2021,17.48%,2013,
LVS,Long,8/19/2021,$37.50 ,$41.40 ,8/24/2021,10.40%,2013,
PDD,Long,7/23/2021,$90.25*,$97.20 ,8/24/2021,7.70%,2013,
BEKE,Long,8/3/2021,$18.03*,$19.43 ,8/24/2021,7.77%,2013,
XOM,Short,2/24/2021,$57.87 ,$53.12 ,8/19/2021,8.21%,2013,
SOXS,Long,8/3/2021,$6.60 ,$7.32 ,8/17/2021,10.91%,2013,
GILD,Long,8/11/2021,$65.11 ,$71.35 ,8/16/2021,9.58%,2013,
MRNA,Short,7/23/2021,$389.60 ,$350.64 ,8/16/2021,10.00%,2013,
MU,Short,12/4/2020,$78.59*,$71.30 ,8/12/2021,9.28%,2013,
AMD,Short,8/4/2021,$118.25 ,$111.90 ,8/5/2021,5.37%,2013,
FDX,Short,5/3/2021,$303.09 ,276.0-,8/2/2021,8.64%,2013,
JETS,Long,7/19/2021,$21.58 ,$23.02 ,7/21/2021,6.67%,2013,
MRNA,Short,7/20/2021,$333.75 ,$289.75 ,7/20/2021,10.49%,2013,
TWM,Buy,6/1/2021,$13.63 ,$15.00 ,7/15/2021,10.05%,2013,
AMC,Short,7/6/2021,$55.00 ,$44.50 ,7/7/2021,19.10%,2013,
AMC,Short,6/23/2021,$58.35 ,$48.95 ,7/2/2021,16.11%,2013,
SWBI,Short,7/1/2021,$37.10 ,$32.95 ,7/2/2021,11.19%,2013,
BIDU,Long,4/25/2021,$208.20 ,$208.40 ,6/28/2021,0.01%,2013,
TDOC,Long,3/4/2021,$169.82 ,$170.82 ,6/28/2021,0.59%,2013,
VIAC,Long,3/26/2021,$42.75 ,$47.10 ,6/28/2021,10.18%,2013,
BABA,Long,6/9/2021,$214.28 ,$230.58 ,6/28/2021,7.61%,2013,
VIPS,Long,6/21/2021,$17.58 ,$19.13 ,6/24/2021,8.82%,2013,
F,Short,5/28/2021,$15.71 ,$14.50 ,6/18/2021,7.70%,2013,
XHB,Short,5/3/2021,$76.76 ,$69.46 ,6/17/2021,9.51%,2013,
CAT,Short,11/10/2020,$215.10*,$208.40 ,6/17/2021,1.99%,2013,
JPM,Short,2/22/2021,$156.32*,$155.40 ,6/15/2021,0.59%,2013,
ICPT,Long,02/25/0201,$20.92*,$22.21 ,6/14/2021,6.64%,2013,
MOMO,Long,5/28/2021,$14.05 ,$15.35 ,6/10/2021,9.25%,2013,
GOTU,Long,5/19/2021,$23.50 ,$25.85 ,5/20/2021,10.00%,2013,
BTC/USD,Long,5/19/2021,"$31,000 ","$41,000 ",5/19/2021,32.26%,2013,
ARRY,Long,5/17/2021,$13.60 ,$14.70 ,5/19/2021,8.09%,2013,
GOTU,Long,5/14/2021,$23.72*,$26.16 ,5/18/2021,10.29%,2013,
GLD,Long,11/25/2021,$166.02*,$174.30 ,5/17/2021,4.99%,2013,
ARRY,Long,5/12/2021,$14.82 ,$15.33 ,5/13/2021,3.44%,2013,
QID,Long,4/5/2021,$23.50*,$25.83 ,5/11/2021,9.92%,2013,
AMAT,Short,4/1/2021,$141.15 ,$126.85 ,5/4/2021,10.20%,2013,
SOXS,Long,4/5/2021,$8.25 ,$10.30 ,5/4/2021,24.85%,2013,
BNTX,Short,5/3/2021,$202.25 ,$180.75 ,5/4/2021,10.63%,2013,
GSX,Long,3/29/2021,$29.42*,$32.42 ,4/26/2021,10.20%,2013,
VIPS,Long,3/24/2021,$28.28*,$31.55 ,4/23/2021,11.56%,2013,
TME,Long,4/20/2021,$17.15 ,$18.88 ,4/22/2021,10.09%,2013,
SQ,Short,4/14/2021,$278.00 ,$248.00 ,4/19/2021,10.79%,2013,
AI,Long,4/12/2021,$59.65 ,$66.50 ,4/14/2021,11.48%,2013,
PFE,Long,2/1/2021,$35.79 ,$37.61 ,4/13/2021,5.09%,2013,
BABA,Long,3/25/2021,$224.95 ,$241.55 ,4/12/2021,7.38%,2013,
AI,Long,3/24/2021,$64.60 ,$71.10 ,4/1/2021,10.06%,2013,
TME,Long,3/26/2021,$16.95 ,$19.50 ,3/26/2021,15.04%,2013,
VIAC,Short,3/17/2021,$94.55 ,$84.10 ,3/24/2021,11.05%,2013,
RLX,Long,3/24/2021,$7.95 ,$8.85 ,3/24/2021,11.32%,2013,
FAZ,Long,3/18/2021,$31.70 ,$35.05 ,3/18/2021,10.57%,2013,
VIAC,Short,3/10/2021,$93.53*,$87.93 ,3/17/2021,5.99%,2013,
GDX,Long,2/26/2021,$30.95 ,$33.60 ,3/16/2021,8.56%,2013,
PYPL,Long,3/5/2021,$224.85 ,$251.25 ,3/11/2021,11.74%,2013,
SQ,Long,3/5/2021,$200.00 ,$222.05 ,3/9/2021,11.03%,2013,
INSG,Long,3/2/2021,$9.92*,$10.46 ,3/9/2021,5.44%,2013,
AMZN,Short,6/10/2020,"$2,938.17*","$2,892.17 ",3/5/2021,1.57%,2013,
SMH,Short,11/30/2020,$221.09*,$217.35 ,3/5/2021,1.70%,2013,
RH,Short,12/2/2020,$458.00*,$426.00 ,3/5/2021,6.99%,2013,
KLAC,Short,11/12/2020,$286.74*,$282.74 ,3/4/2021,1.40%,2013,
ROKU,Short,12/21/2020,$377.50*,$347.50 ,3/4/2021,7.95%,2013,
PYPL,Short,11/30/2020,$247.55*,$242.80 ,3/4/2021,1.92%,2013,
TWM,Long,2/5/2021,$14.98*,$16.45 ,3/4/2021,9.81%,2013,
TWTR,Short,2/16/2021,$74.25 ,$68.35 ,3/4/2021,7.95%,2013,
TSM,Short,1/20/2021,$136.00 ,$119.50 ,3/4/2021,12.13%,2013,
TLT,Long,2/25/2021,$137.60 ,$143.45 ,2/26/2021,4.25%,2013,
Z,Short,12/10/2020,$161.62*,$151.42 ,2/25/2021,6.31%,2013,
QID,Long,2/2/2021,$25.38*,$28.03 ,2/25/2021,10.44%,2013,
QCOM,Short,11/18/2020,$150.50 ,$134.60 ,2/23/2021,10.57%,2013,
PINS,Short,2/11/2021,$85.50 ,$71.25 ,2/23/2021,16.66%,2013,
SOXS,Long,2/12/2021,$10.96 ,$13.25 ,2/23/2021,20.09%,2013,
FRO,Long,2/3/2021,$6.12 ,$6.74 ,2/8/2021,10.13%,2013,
MAC,Long,2/2/2021,$12.21 ,$13.45 ,2/4/2021,10.16%,2013,
XRT,Short,12/9/2020,$79.25*,$75.95 ,2/2/2021,4.16%,2013,
LIT,Short,1/7/2021,$72.65 ,$65.20 ,1/29/2021,10.25%,2013,
SFIX,Short,1/25/2021,$103.75 ,$92.75 ,1/28/2021,10.60%,2013,
ETSY,Short,1/20/2021,$225.70 ,$192.70 ,1/27/2021,14.62%,2013,
PLUG,Short,1/26/2021,$75.25 ,$63.85 ,1/27/2021,15.15%,2013,
VXX,Long,11/5/2020,$18.05*,$20.15 ,1/27/2021,11.70%,2013,
JPM,Short,1/7/2021,$138.15 ,$131.20 ,1/25/2021,5.03%,2013,
ICPT,Long,1/15/2021,$27.05 ,$31.10 ,1/25/2021,14.97%,2013,
PLUG,Short,1/13/2021,$70.50 ,$62.25 ,1/15/2021,11.70%,2013,
FUBO,Long,12/30/2020,$28.16*,$32.20 ,1/12/2021,14.35%,2013,
BABA,Long,1/7/2021,$221.15 ,$238.15 ,1/8/2021,7.69%,2013,
FDX,Short,8/12/2020,$239.87 ,$245.87 ,1/7/2021,-2.50%,2013,
QS,Long,1/4/2021,$48.65 ,$55.25 ,1/5/2021,13.57%,2013,
ICPT,Long,12/7/2020,$28.67*,$31.12 ,1/5/2021,8.55%,2013,
PTON,Short,12/22/2020,$160.50 ,$143.75 ,1/4/2021,10.44%,2013,
SFIX,Short,12/16/2020,$66.15 ,$59.55 ,12/31/2020,9.98%,2013,
RDFN,Short,12/17/2020,$79.00*,$70.95 ,12/30/2020,10.19%,2013,
BABA,Long,12/24/2020,$215.30 ,$238.35 ,12/29/2020,10.71%,2013,
Tax Selling,To Offset,Huge 2020,Profits,And Reduce,Tax Bill,,2013,
SDS,Long,4/9/2020,$22.61*,$12.57 ,12/28/2020,-44.40%,2013,
QID,Long,4/14/2020,$14.84*,$7.20 ,12/28/2020,-51.48%,2013,
Tax Selling,To Offset,Huge 2020,Profits,And Reduce,Tax Bill,,2013,
SQQQ,Long,5/5/2020,$44.25*,$15.55 ,12/28/2020,-64.85%,2013,
SOXS,Long,5/14/2020,$54.92*,$18.95 ,12/28/2020,-65.49%,2013,
TWM,Long,6/30/2020,$8.27*,$4.85 ,12/28/2020,-41.35%,2013,
SPXU,Long,7/6/2020,$8.24*,$6.04 ,12/28/2020,-26.69%,2013,
GM,Short,11/24/2020,$46.25 ,$41.65 ,12/11/2020,9.95%,2013,
NIO,Short,12/2/2020,$47.55 ,$43.45 ,12/4/2020,8.62%,2013,
BBY,Short,8/14/2020,$116.19*,$105.95 ,12/3/2020,8.81%,2013,
NIO,Short,11/3/2020,$43.64*,$38.64 ,12/2/2020,11.46%,2013,
XPEV,Short,11/23/2020,$69.85*,$60.25 ,11/30/2020,13.74%,2013,
TLRY,Long,11/16/2020,$7.15 ,$8.15 ,11/24/2020,13.99%,2013,
XTZ/USD,Long,9/5/2020,$2.15*,$2.61 ,11/23/2020,21.40%,2013,
TSCO,Short,5/28/2020,$136.55*,$128.35 ,11/10/2020,6.01%,2013,
PYPL,Short,11/5/2020,$203.00 ,$181.25 ,11/10/2020,10.74%,2013,
JPM,Long,9/2/2020,$100.00 ,$113.00 ,11/9/2020,13.00%,2013,
TLRY,Long,10/15/2020,$5.50 ,$7.24 ,11/5/2020,31.64%,2013,
MJ,Long,10/1/2020,$10.37 ,$12.25 ,11/5/2020,18.13%,2013,
ACB,Long,9/22/2020,4.87*,$5.99 ,11/5/2020,23.00%,2013,
DKNG,Long,10/27/2020,$35.40*,$39.75 ,11/4/2020,12.29%,2013,
PYPL,Short,5/6/2020,$177.88*,$174.88 ,11/3/2020,1.69%,2013,
FSLY,Long,10/30/2020,$63.50 ,$68.04 ,11/3/2020,7.15%,2013,
ZM,Short,9/28/2020,$532.00*,$476.50 ,10/30/2020,10.43%,2013,
PTON,Short,9/29/2020,$125.00*,$111.75 ,10/30/2020,10.60%,2013,
WHR,Short,10/13/2020,$202.27 ,$181.45 ,10/30/2020,10.29%,2013,
SCO,Long,10/6/2020,$16.00 ,$17.65 ,10/26/2020,10.31%,2013,
VXX,Long,9/15/2020,$23.72*,$24.55 ,10/26/2020,3.50%,2013,
WWR,Long,10/23/2020,$4.12 ,$5.12 ,10/26/2020,24.27%,2013,
Z,Short,9/25/2020,$106.55*,$95.45 ,10/22/2020,10.42%,2013,
LTC/USD,Long,9/5/2020,$46.00 ,$55.20 ,10/22/2020,20.00%,2013,
BTC/USD,Long,9/5/2020,"$9,900 ","$12,455 ",10/21/2020,25.81%,2013,
JKS,Short,10/7/2020,$73.93*,$69.43 ,10/21/2020,6.09%,2013,
MSFT,Short,10/13/2020,$223.90 ,$213.80 ,10/19/2020,4.51%,2013,
TLRY,Long,9/17/2020,$4.89 ,"$5,90",10/8/2020,20.65%,2013,
PENN,Short,9/28/2020,$72.75 ,$65.40 ,10/8/2020,10.10%,2013,
SCO,Long,9/17/2020,$16.03 ,$17.63 ,9/29/2020,10.00%,2013,
X,Long,9/25/2020,$6.88 ,$7.60 ,9/28/2020,10.47%,2013,
PENN,Short,9/17/2020,$72.65 ,$62.65 ,9/24/2020,13.77%,2013,
ZM,Short,9/23/2020,$509.25 ,$459.25 ,9/24/2020,9.82%,2013,
KBH,Short,9/22/2020,$40.50 ,$37.95 ,9/23/2020,6.30%,2013,
ACB,Long,9/11/2020,$6.72*,$7.22 ,9/22/2020,7.44%,2013,
ZSL,Long,8/13/2020,$7.46*,$8.46 ,9/21/2020,13.41%,2013,
EFX,Short,6/3/2020,$171.75 ,$156.80 ,9/17/2020,8.68%,2013,
TLRY,Long,9/14/2020,$5.17 ,$6.04 ,9/16/2020,17.16%,2013,
SCO,Long,7/2/2020,$15.88 ,$18.91 ,9/8/2020,19.08%,2013,
MSFT,Short,4/16/2020,$209.30*,$207.00 ,9/4/2020,1.10%,2013,
SPLK,Short,7/1/2020,$204.75 ,$191.50 ,9/4/2020,6.47%,2013,
W,Short,6/17/2020,$269.82*,$249.82 ,9/4/2020,7.42%,2013,
FB,Short,8/26/2020,$301.25 ,$281.25 ,9/4/2020,6.64%,2013,
GOOGL,Short,9/2/2020,"$1,726.00 ","$1,592.00 ",9/4/2020,7.76%,2013,
ZM,Short,8/26/2020,$403.33*,$375.00 ,9/3/2020,7.56%,2013,
OSTK,Short,7/28/2020,$94.28*,$84.45 ,9/2/2020,11.45%,2013,
VXX,Long,8/6/2020,$25.80*,$28.12 ,9/2/2020,8.99%,2013,
ZSL,Long,7/21/2020,$9.63*,$9.22 ,8/11/2020,-4.26%,2013,
X,Long,7/27/2020,$7.34 ,$8.20 ,8/11/2020,11.72%,2013,
DOCU,Short,7/30/2020,$214.30 ,$197.00 ,8/10/2020,8.07%,2013,
ILMN,Short,6/19/2020,$371.23 ,$343.69 ,8/7/2020,7.42%,2013,
SPOT,Short,6/29/2020,$274.75*,$247.27 ,8/5/2020,10.00%,2013,
LTC/USD,Long,2/26/2020,$42.55*,$53.25 ,7/27/2020,25.15%,2013,
BTC/USD,Long,7/22/2020,"$9,373.00 ","$11,405.00 ",7/27/2020,21.68%,2013,
ZM,Short,7/20/2020,$271.00 ,$249.25 ,7/23/2020,8.03%,2013,
XTZ/USD,Long,6/16/2020,$2.59 ,$3.26 ,7/15/2020,25.87%,2013,
SHOP,Short,7/1/2020,"$1,029.00*",$925.00 ,7/14/2020,10.11%,2013,
ZM,Short,6/22/2020,$263.00*,$240.50 ,7/14/2020,8.56%,2013,
FSLY,Short,6/30/2020,$93.25*,$83.90 ,7/13/2020,10.03%,2013,
DOCU,Short,7/10/2020,$211.00 ,$189.25 ,7/13/2020,10.31%,2013,
FB,Short,4/29/2020,$224.60*,$207.75 ,6/29/2020,7.50%,2013,
SCO,Long,6/23/2020,$16.90 ,$18.65 ,6/24/2020,10.36%,2013,
SCO,Buy,6/5/2020,$18.92 ,$21.00 ,6/11/2020,11.00%,2013,
ILMN,Short,5/28/2020,$375.00 ,$343.50 ,6/11/2020,8.40%,2013,
ADSK,Short,6/10/2020,$238.75 ,$224.48 ,6/11/2020,5.98%,2013,
SPXU,Long,5/26/2020,$12.70*,$13.20 ,6/11/2020,3.94%,2013,
TWM,Long,6/1/2020,$11.18*,$11.95 ,6/11/2020,6.89%,2013,
LULU,Short,6/1/2020,$308.75*,$283.00 ,6/11/2020,8.34%,2013,
BA,Short,6/5/2020,$219.85*,$198.25 ,6/10/2020,9.82%,2013,
RIG,Long,2/7/2020,$3.46*,$3.32 ,6/8/2020,-3.47%,2013,
OXY,Long,3/6/2020,$20.46*,$20.24 ,6/5/2020,-1.07%,2013,
DKNG,Short,6/1/2020,$43.25 ,$39.95 ,6/2/2020,7.63%,2013,
LABD,Long,5/28/2020,$4.55 ,$5.10 ,5/29/2020,12.09%,2013,
AMGN,Short,4/23/2020,$238.65*,$220.00 ,5/27/2020,7.82%,2013,
SHOP,Short,4/24/2020,$764.50*,$714.50 ,5/27/2020,6.54%,2013,
LABD,Long,5/18/2020,$4.37 ,$5.24 ,5/27/2020,19.91%,2013,
ZM,Short,5/20/2020,$173.50 ,$155.00 ,5/27/2020,11.94%,2013,
SE,Short,5/26/2020,$82.50 ,$75.50 ,5/27/2020,8.49%,2013,
HSY,Short,4/13/2020,$142.20 ,$128.24 ,5/26/2020,9.82%,2013,
BA,Long,4/30/2020,$130.62*,$140.05 ,5/21/2020,7.56%,2013,
UCO,Long,4/14/2020,$32.12*,$21.32 ,5/18/2020,-33.62%,2013,
W,Short,4/27/2020,$178.96*,$160.50 ,5/18/2020,10.32%,2013,
TTD,Short,4/29/2020,$305.00*,$280.00 ,5/14/2020,8.20%,2013,
SOXS,Long,5/5/2020,$9.27*,$10.40 ,5/14/2020,12.19%,2013,
LABD,Long,5/5/2020,$5.22*,$5.77 ,5/13/2020,10.54%,2013,
KLAC,Short,4/29/2020,$173.75 ,$156.50 ,5/1/2020,10.00%,2013,
LABD,Long,4/23/2020,$6.12*,$7.45 ,5/1/2020,21.73%,2013,
TSLA,Short,4/22/2020,$810.50*,$725.00 ,5/1/2020,10.55%,2013,
SOXS,Long,4/22/2020,$9.52*,$10.50 ,5/1/2020,10.29%,2013,
ETH/USD,Long,3/8/2020,$161.83*,$210.60 ,4/29/2020,30.14%,2013,
BTC/USD,Long,10/25/2019,"$7,581.25*","$8,573.00 ",4/29/2020,13.08%,2013,
SOXS,Long,4/17/2020,$10.19 ,$11.85 ,4/21/2020,16.29%,2013,
SHOP,Short,4/20/2020,$637.50*,$566.00 ,4/21/2020,11.22%,2013,
LABD,Long,4/20/2020,$6.66 ,$7.58 ,4/21/2020,13.81%,2013,
NFLX,Short,4/16/2020,$445.00 ,$421.50 ,4/17/2020,5.28%,2013,
SOHU,Long,2/10/2019,$8.13*,$8.60 ,4/17/2020,5.78%,2013,
BAC,Long,4/16/2020,$21.32 ,$22.82 ,4/16/2020,7.04%,2013,
BAC,Long,3/5/2020,$25.76*,$24.70 ,4/9/2020,-4.11%,2013,
JPM,Long,3/4/2020,$91.45*,$100.45 ,4/9/2020,9.94%,2013,
UWM,Long,3/11/2020,$38.06*,$38.15 ,4/9/2020,0.24%,2013,
TUP,Long,4/7/2020,$1.35 ,$1.82 ,4/9/2020,34.81%,2013,
USO,Long,4/7/2020,$4.98 ,$5.36 ,4/8/2020,7.63%,2013,
XOM,Long,2/25/2020,$40.41*,$43.08 ,4/7/2020,6.61%,2013,
KHC,Long,3/30/2020,$24.50 ,$27.00 ,4/7/2020,10.21%,2013,
SAVE,Long,4/3/2020,$10.25 ,$11.60 ,4/6/2020,13.17%,2013,
AXP,Long,4/1/2020,$79.20 ,$83.20 ,4/6/2020,5.05%,2013,
X,Long,4/2/2020,$5.85 ,$6.55 ,4/6/2020,11.97%,2013,
UCO,Long,2/25/2020,$4.25 ,$2.60 ,4/2/2020,-38.82%,2013,
USO,Long,3/30/2020,$4.08 ,$4.60 ,4/2/2020,12.75%,2013,
HAL,Long,3/11/2020,$7.25 ,$8.15 ,4/2/2020,12.41%,2013,
X,Long,3/5/2020,$6.24 ,$6.90 ,4/1/2020,10.58%,2013,
AAL,Long,2/28/2020,$18.77 ,$17.22 ,3/26/2020,-8.26%,2013,
TLRY,Long,2/24/2020,$6.89 ,$7.55 ,3/26/2020,9.58%,2013,
PSX,Long,3/16/2020,$49.25 ,$55.10 ,3/26/2020,11.88%,2013,
MSFT,Long,3/16/2020,$139.00 ,$153.95 ,3/26/2020,10.76%,2013,
DIS,Long,2/28/2020,$92.37 ,$102.00 ,3/25/2020,10.43%,2013,
AAPL,Long,3/20/2020,$221.12 ,$251.50 ,3/25/2020,13.74%,2013,
SSO,Long,3/9/2020,$84.27 ,$87.42 ,3/25/2020,3.74%,2013,
USLV,Long,3/13/2020,$29.88 ,$37.07 ,3/24/2020,24.06%,2013,
UTX,Long,3/23/2020,$73.64 ,$84.00 ,3/24/2020,14.07%,2013,
RCL,Long,3/6/2020,$37.09 ,$38.09 ,3/24/2020,2.70%,2013,
SAVE,Long,3/4/2020,$12.77 ,$13.67 ,3/24/2020,7.05%,2013,
AXP,Long,3/18/2020,$74.35 ,$83.55 ,3/24/2020,11.03%,2013,
BA,Long,3/16/2020,$118.96 ,$135.00 ,3/24/2020,13.48%,2013,
MCD,Long,3/17/2020,$140.50 ,$156.25 ,3/20/2020,11.21%,2013,
SPCE,Long,3/16/2020,$11.00 ,$13.50 ,3/20/2020,22.73%,2013,
UBER,Long,3/17/2020,$17.77 ,$19.15 ,3/19/2020,7.77%,2013,
TSLA,Long,3/18/2020,$354.00 ,$425.80 ,3/19/2020,20.28%,2013,
UTX,Long,3/18/2020,$75.25 ,$84.65 ,3/19/2020,12.49%,2013,
TRV,Long,3/17/2020,$80.70 ,$88.80 ,3/17/2020,10.04%,2013,
HSY,Short,5/22/2019,$134.79 ,$132.00 ,3/16/2020,2.06%,2013,
PSX,Long,3/11/2020,$50.33 ,$57.50 ,3/16/2020,14.25%,2013,
AAPL,Long,3/12/2020,$237.75 ,$263.75 ,3/13/2020,10.94%,2013,
AXP,Long,3/12/2020,$82.85 ,$90.50 ,3/13/2020,9.23%,2013,
QLD,Long,3/12/2020,$83.50 ,$91.75 ,3/13/2020,9.88%,2013,
QLD,Long,3/13/2020,$83.11 ,$88.20 ,3/13/2020,6.14%,2013,
TSLA,Short,12/19/2019,$613.26 ,$569.00 ,3/12/2020,7.22%,2013,
GRMN,Short,1/17/2020,$68.52 ,$73.50 ,3/12/2020,-7.26%,2013,
MSFT,Short,1/18/2020,$139.00 ,$142.00 ,3/12/2020,-2.16%,2013,
QLD,Long,3/12/2020,$83.00 ,$93.25 ,3/12/2020,12.35%,2013,
BA,Short,2/16/2017,$213.35 ,$206.00 ,3/11/2020,3.45%,2013,
HAL,Long,3/9/2020,$8.45 ,$9.77 ,3/10/2020,15.62%,2013,
TBT,Long,3/6/2020,$16.00 ,$17.30 ,3/10/2020,8.13%,2013,
USO,Long,3/9/2020,$6.65 ,$7.33 ,3/10/2020,10.22%,2013,
HAL,Long,3/10/2020,$7.99 ,$8.80 ,3/10/2020,10.13%,2013,
FISV,Short,9/19/2019,$105.25 ,$99.00 ,3/9/2020,5.94%,2013,
ETH/USD,Long,3/1/2020,$214.85 ,$238.15 ,3/6/2020,10.85%,2013,
USLV,Long,2/28/2020,$70.25 ,$75.50 ,3/3/2020,7.47%,2013,
OXY,Long,2/27/2020,$31.75 ,$34.25 ,3/3/2020,7.87%,2013,
GOOGL,Long,2/28/2020,"$1,275.00 ","$1,403.00 ",3/3/2020,10.04%,2013,
SSO,Long,2/28/2020,$121.50*,$130.75 ,3/2/2020,7.57%,2013,
JPM,Long,2/28/2020,$115.48 ,$121.48 ,3/2/2020,5.20%,2013,
SQQQ,Long,10/4/2019,$26.40 ,$26.30 ,2/28/2020,-0.38%,2013,
ROST,Short,10/17/2019,$112.78 ,$108.00 ,2/28/2020,4.24%,2013,
QLD,Long,2/28/2020,$105.30 ,$116.00 ,2/28/2020,10.16%,2013,
SOXS,Long,10/11/2019,$27.79 ,$25.35 ,2/27/2020,-8.78%,2013,
FAZ,Long,1/16/2019,$35.28 ,$33.85 ,2/27/2020,-4.05%,2013,
SPXU,Long,1/15/2019,$22.90 ,$23.20 ,2/27/2020,1.31%,2013,
ASML,Short,12/5/2019,$288.65 ,$277.65 ,2/27/2020,3.81%,2013,
ETH/USD,Long,2/25/2020,$217.00 ,$237.75 ,2/27/2020,9.56%,2013,
AAL,Long,2/27/2020,$19.95 ,$22.45 ,2/27/2020,12.53%,2013,
AAPL,Short,8/13/2019,$257.50 ,$269.80 ,2/27/2020,-4.77%,2013,
